,Dates,Country,Market Name,Currency,Exchange_Rate
0,2026-01-01,Afghanistan,Badakhshan,AFN,66.0
2,2026-03-01,Afghanistan,Badakhshan,AFN,64.27
4,2026-01-01,Afghanistan,Badghis,AFN,66.0
5,2026-02-01,Afghanistan,Badghis,AFN,64.07
6,2026-03-01,Afghanistan,Badghis,AFN,64.95
8,2026-01-01,Afghanistan,Baghlan,AFN,66.48
9,2026-02-01,Afghanistan,Baghlan,AFN,64.14
10,2026-03-01,Afghanistan,Baghlan,AFN,64.27
12,2026-01-01,Afghanistan,Balkh,AFN,66.26
13,2026-02-01,Afghanistan,Balkh,AFN,64.32
16,2026-01-01,Afghanistan,Bamyan,AFN,66.0
17,2026-02-01,Afghanistan,Bamyan,AFN,65.07
18,2026-03-01,Afghanistan,Bamyan,AFN,64.95
20,2026-01-01,Afghanistan,Daykundi,AFN,66.48
21,2026-02-01,Afghanistan,Daykundi,AFN,64.39
22,2026-03-01,Afghanistan,Daykundi,AFN,64.91
24,2026-01-01,Afghanistan,Farah,AFN,66.26
25,2026-02-01,Afghanistan,Farah,AFN,63.86
26,2026-03-01,Afghanistan,Farah,AFN,64.59
29,2026-02-01,Afghanistan,Faryab,AFN,63.86
30,2026-03-01,Afghanistan,Faryab,AFN,64.27
40,2026-01-01,Afghanistan,Ghazni,AFN,66.0
41,2026-02-01,Afghanistan,Ghazni,AFN,63.82
42,2026-03-01,Afghanistan,Ghazni,AFN,64.95
44,2026-01-01,Afghanistan,Ghor,AFN,66.52
45,2026-02-01,Afghanistan,Ghor,AFN,63.86
46,2026-03-01,Afghanistan,Ghor,AFN,64.91
49,2026-02-01,Afghanistan,Hilmand,AFN,64.11
53,2026-02-01,Afghanistan,Hirat,AFN,64.11
54,2026-03-01,Afghanistan,Hirat,AFN,64.91
60,2026-01-01,Afghanistan,Jawzjan,AFN,66.0
61,2026-02-01,Afghanistan,Jawzjan,AFN,63.86
62,2026-03-01,Afghanistan,Jawzjan,AFN,64.27
64,2026-01-01,Afghanistan,Kabul,AFN,66.0
65,2026-02-01,Afghanistan,Kabul,AFN,64.07
66,2026-03-01,Afghanistan,Kabul,AFN,64.32
68,2026-01-01,Afghanistan,Kandahar,AFN,66.26
69,2026-02-01,Afghanistan,Kandahar,AFN,64.57
70,2026-03-01,Afghanistan,Kandahar,AFN,64.32
73,2026-02-01,Afghanistan,Kapisa,AFN,64.11
74,2026-03-01,Afghanistan,Kapisa,AFN,63.64
76,2026-01-01,Afghanistan,Khost,AFN,66.0
77,2026-02-01,Afghanistan,Khost,AFN,63.86
78,2026-03-01,Afghanistan,Khost,AFN,64.91
80,2026-01-01,Afghanistan,Kunar,AFN,66.26
81,2026-02-01,Afghanistan,Kunar,AFN,64.61
82,2026-03-01,Afghanistan,Kunar,AFN,64.27
84,2026-01-01,Afghanistan,Kunduz,AFN,66.22
85,2026-02-01,Afghanistan,Kunduz,AFN,64.11
86,2026-03-01,Afghanistan,Kunduz,AFN,64.64
88,2026-01-01,Afghanistan,Laghman,AFN,66.26
89,2026-02-01,Afghanistan,Laghman,AFN,64.36
90,2026-03-01,Afghanistan,Laghman,AFN,64.91
93,2026-02-01,Afghanistan,Logar,AFN,64.61
94,2026-03-01,Afghanistan,Logar,AFN,64.59
96,2026-01-01,Afghanistan,Maidan Wardak,AFN,66.0
97,2026-02-01,Afghanistan,Maidan Wardak,AFN,64.07
98,2026-03-01,Afghanistan,Maidan Wardak,AFN,64.95
108,2026-01-01,Afghanistan,Nangarhar,AFN,66.26
109,2026-02-01,Afghanistan,Nangarhar,AFN,64.11
110,2026-03-01,Afghanistan,Nangarhar,AFN,64.91
116,2026-01-01,Afghanistan,Nimroz,AFN,66.48
117,2026-02-01,Afghanistan,Nimroz,AFN,64.36
118,2026-03-01,Afghanistan,Nimroz,AFN,64.64
124,2026-01-01,Afghanistan,Paktika,AFN,66.0
126,2026-03-01,Afghanistan,Paktika,AFN,64.91
128,2026-01-01,Afghanistan,Paktya,AFN,66.26
129,2026-02-01,Afghanistan,Paktya,AFN,64.61
130,2026-03-01,Afghanistan,Paktya,AFN,64.91
132,2026-01-01,Afghanistan,Panjsher,AFN,66.0
133,2026-02-01,Afghanistan,Panjsher,AFN,63.86
134,2026-03-01,Afghanistan,Panjsher,AFN,63.95
136,2026-01-01,Afghanistan,Parwan,AFN,66.0
138,2026-03-01,Afghanistan,Parwan,AFN,63.95
140,2026-01-01,Afghanistan,Samangan,AFN,66.0
141,2026-02-01,Afghanistan,Samangan,AFN,64.11
144,2026-01-01,Afghanistan,Sar-e-Pul,AFN,66.0
145,2026-02-01,Afghanistan,Sar-e-Pul,AFN,63.86
146,2026-03-01,Afghanistan,Sar-e-Pul,AFN,65.23
148,2026-01-01,Afghanistan,Takhar,AFN,66.26
149,2026-02-01,Afghanistan,Takhar,AFN,63.57
150,2026-03-01,Afghanistan,Takhar,AFN,64.95
152,2026-01-01,Afghanistan,Uruzgan,AFN,66.26
153,2026-02-01,Afghanistan,Uruzgan,AFN,64.61
156,2026-01-01,Afghanistan,Zabul,AFN,66.48
157,2026-02-01,Afghanistan,Zabul,AFN,63.89
158,2026-03-01,Afghanistan,Zabul,AFN,64.27
160,2026-01-01,Afghanistan,Market Average,AFN,66.0
162,2026-03-01,Afghanistan,Market Average,AFN,64.27
164,2026-01-01,Armenia,Armavir,AMD,379.98
165,2026-02-01,Armenia,Armavir,AMD,377.55
166,2026-03-01,Armenia,Armavir,AMD,377.2
167,2026-04-01,Armenia,Armavir,AMD,377.24
168,2026-01-01,Armenia,Artashat,AMD,379.98
169,2026-02-01,Armenia,Artashat,AMD,377.55
170,2026-03-01,Armenia,Artashat,AMD,377.2
171,2026-04-01,Armenia,Artashat,AMD,377.24
172,2026-01-01,Armenia,Ashtarak,AMD,379.98
173,2026-02-01,Armenia,Ashtarak,AMD,377.55
174,2026-03-01,Armenia,Ashtarak,AMD,377.2
175,2026-04-01,Armenia,Ashtarak,AMD,377.24
176,2026-01-01,Armenia,Berd,AMD,379.98
177,2026-02-01,Armenia,Berd,AMD,377.55
178,2026-03-01,Armenia,Berd,AMD,377.2
179,2026-04-01,Armenia,Berd,AMD,377.24
180,2026-01-01,Armenia,Gavar,AMD,379.98
181,2026-02-01,Armenia,Gavar,AMD,377.55
182,2026-03-01,Armenia,Gavar,AMD,377.2
183,2026-04-01,Armenia,Gavar,AMD,377.24
184,2026-01-01,Armenia,Gyumri,AMD,379.98
185,2026-02-01,Armenia,Gyumri,AMD,377.55
186,2026-03-01,Armenia,Gyumri,AMD,377.2
187,2026-04-01,Armenia,Gyumri,AMD,377.24
188,2026-01-01,Armenia,Hrazdan,AMD,379.98
189,2026-02-01,Armenia,Hrazdan,AMD,377.55
190,2026-03-01,Armenia,Hrazdan,AMD,377.2
191,2026-04-01,Armenia,Hrazdan,AMD,377.24
192,2026-01-01,Armenia,Ijevan,AMD,379.98
193,2026-02-01,Armenia,Ijevan,AMD,377.55
194,2026-03-01,Armenia,Ijevan,AMD,377.2
195,2026-04-01,Armenia,Ijevan,AMD,377.24
196,2026-01-01,Armenia,Kapan,AMD,379.98
197,2026-02-01,Armenia,Kapan,AMD,377.55
198,2026-03-01,Armenia,Kapan,AMD,377.2
199,2026-04-01,Armenia,Kapan,AMD,377.24
200,2026-01-01,Armenia,Vagharshapat,AMD,379.98
201,2026-02-01,Armenia,Vagharshapat,AMD,377.55
202,2026-03-01,Armenia,Vagharshapat,AMD,377.2
203,2026-04-01,Armenia,Vagharshapat,AMD,377.24
204,2026-01-01,Armenia,Vanadzor,AMD,379.98
205,2026-02-01,Armenia,Vanadzor,AMD,377.55
206,2026-03-01,Armenia,Vanadzor,AMD,377.2
207,2026-04-01,Armenia,Vanadzor,AMD,377.24
208,2026-01-01,Armenia,Yeghegnadzor,AMD,379.98
209,2026-02-01,Armenia,Yeghegnadzor,AMD,377.55
210,2026-03-01,Armenia,Yeghegnadzor,AMD,377.2
211,2026-04-01,Armenia,Yeghegnadzor,AMD,377.24
212,2026-01-01,Armenia,Yerevan,AMD,379.98
213,2026-02-01,Armenia,Yerevan,AMD,377.55
214,2026-03-01,Armenia,Yerevan,AMD,377.2
215,2026-04-01,Armenia,Yerevan,AMD,377.24
216,2026-01-01,Armenia,Market Average,AMD,379.98
217,2026-02-01,Armenia,Market Average,AMD,377.55
218,2026-03-01,Armenia,Market Average,AMD,377.2
219,2026-04-01,Armenia,Market Average,AMD,377.24
220,2026-01-01,Burundi,Bandaga,BIF,2940.68
221,2026-02-01,Burundi,Bandaga,BIF,2963.53
222,2026-03-01,Burundi,Bandaga,BIF,2968.76
223,2026-04-01,Burundi,Bandaga,BIF,2981.52
224,2026-01-01,Burundi,Biyogwa,BIF,2940.68
225,2026-02-01,Burundi,Biyogwa,BIF,2963.53
226,2026-03-01,Burundi,Biyogwa,BIF,2968.76
227,2026-04-01,Burundi,Biyogwa,BIF,2981.52
228,2026-01-01,Burundi,Biyorwa,BIF,2940.68
229,2026-02-01,Burundi,Biyorwa,BIF,2963.53
230,2026-03-01,Burundi,Biyorwa,BIF,2968.76
231,2026-04-01,Burundi,Biyorwa,BIF,2981.52
232,2026-01-01,Burundi,Bubanza,BIF,2940.68
233,2026-02-01,Burundi,Bubanza,BIF,2963.53
234,2026-03-01,Burundi,Bubanza,BIF,2968.76
235,2026-04-01,Burundi,Bubanza,BIF,2981.52
236,2026-01-01,Burundi,Buhiga,BIF,2940.68
237,2026-02-01,Burundi,Buhiga,BIF,2963.53
238,2026-03-01,Burundi,Buhiga,BIF,2968.76
239,2026-04-01,Burundi,Buhiga,BIF,2981.52
240,2026-01-01,Burundi,Bujumbura,BIF,2940.68
241,2026-02-01,Burundi,Bujumbura,BIF,2963.53
242,2026-03-01,Burundi,Bujumbura,BIF,2968.76
243,2026-04-01,Burundi,Bujumbura,BIF,2981.52
244,2026-01-01,Burundi,Bujumbura (FAO location),BIF,2940.68
245,2026-02-01,Burundi,Bujumbura (FAO location),BIF,2963.53
246,2026-03-01,Burundi,Bujumbura (FAO location),BIF,2968.76
247,2026-04-01,Burundi,Bujumbura (FAO location),BIF,2981.52
248,2026-01-01,Burundi,Bukeye,BIF,2940.68
249,2026-02-01,Burundi,Bukeye,BIF,2963.53
250,2026-03-01,Burundi,Bukeye,BIF,2968.76
251,2026-04-01,Burundi,Bukeye,BIF,2981.52
252,2026-01-01,Burundi,Bukirasazi,BIF,2940.68
253,2026-02-01,Burundi,Bukirasazi,BIF,2963.53
254,2026-03-01,Burundi,Bukirasazi,BIF,2968.76
255,2026-04-01,Burundi,Bukirasazi,BIF,2981.52
256,2026-01-01,Burundi,Burambi,BIF,2940.68
257,2026-02-01,Burundi,Burambi,BIF,2963.53
258,2026-03-01,Burundi,Burambi,BIF,2968.76
259,2026-04-01,Burundi,Burambi,BIF,2981.52
260,2026-01-01,Burundi,Bururi,BIF,2940.68
261,2026-02-01,Burundi,Bururi,BIF,2963.53
262,2026-03-01,Burundi,Bururi,BIF,2968.76
263,2026-04-01,Burundi,Bururi,BIF,2981.52
264,2026-01-01,Burundi,Busoni,BIF,2940.68
265,2026-02-01,Burundi,Busoni,BIF,2963.53
266,2026-03-01,Burundi,Busoni,BIF,2968.76
267,2026-04-01,Burundi,Busoni,BIF,2981.52
268,2026-01-01,Burundi,Buyengero,BIF,2940.68
269,2026-02-01,Burundi,Buyengero,BIF,2963.53
270,2026-03-01,Burundi,Buyengero,BIF,2968.76
271,2026-04-01,Burundi,Buyengero,BIF,2981.52
272,2026-01-01,Burundi,Cankuzo,BIF,2940.68
273,2026-02-01,Burundi,Cankuzo,BIF,2963.53
274,2026-03-01,Burundi,Cankuzo,BIF,2968.76
275,2026-04-01,Burundi,Cankuzo,BIF,2981.52
276,2026-01-01,Burundi,Chez Siyoni,BIF,2940.68
277,2026-02-01,Burundi,Chez Siyoni,BIF,2963.53
278,2026-03-01,Burundi,Chez Siyoni,BIF,2968.76
279,2026-04-01,Burundi,Chez Siyoni,BIF,2981.52
280,2026-01-01,Burundi,Cibitoke,BIF,2940.68
281,2026-02-01,Burundi,Cibitoke,BIF,2963.53
282,2026-03-01,Burundi,Cibitoke,BIF,2968.76
283,2026-04-01,Burundi,Cibitoke,BIF,2981.52
284,2026-01-01,Burundi,Gasenyi,BIF,2940.68
285,2026-02-01,Burundi,Gasenyi,BIF,2963.53
286,2026-03-01,Burundi,Gasenyi,BIF,2968.76
287,2026-04-01,Burundi,Gasenyi,BIF,2981.52
288,2026-01-01,Burundi,Gasorwe,BIF,2940.68
289,2026-02-01,Burundi,Gasorwe,BIF,2963.53
290,2026-03-01,Burundi,Gasorwe,BIF,2968.76
291,2026-04-01,Burundi,Gasorwe,BIF,2981.52
292,2026-01-01,Burundi,Gatabo,BIF,2940.68
293,2026-02-01,Burundi,Gatabo,BIF,2963.53
294,2026-03-01,Burundi,Gatabo,BIF,2968.76
295,2026-04-01,Burundi,Gatabo,BIF,2981.52
296,2026-01-01,Burundi,Gihamagara,BIF,2940.68
297,2026-02-01,Burundi,Gihamagara,BIF,2963.53
298,2026-03-01,Burundi,Gihamagara,BIF,2968.76
299,2026-04-01,Burundi,Gihamagara,BIF,2981.52
300,2026-01-01,Burundi,Giharo,BIF,2940.68
301,2026-02-01,Burundi,Giharo,BIF,2963.53
302,2026-03-01,Burundi,Giharo,BIF,2968.76
303,2026-04-01,Burundi,Giharo,BIF,2981.52
304,2026-01-01,Burundi,Gihogazi,BIF,2940.68
305,2026-02-01,Burundi,Gihogazi,BIF,2963.53
306,2026-03-01,Burundi,Gihogazi,BIF,2968.76
307,2026-04-01,Burundi,Gihogazi,BIF,2981.52
308,2026-01-01,Burundi,Gisuru,BIF,2940.68
309,2026-02-01,Burundi,Gisuru,BIF,2963.53
310,2026-03-01,Burundi,Gisuru,BIF,2968.76
311,2026-04-01,Burundi,Gisuru,BIF,2981.52
312,2026-01-01,Burundi,Gitaza,BIF,2940.68
313,2026-02-01,Burundi,Gitaza,BIF,2963.53
314,2026-03-01,Burundi,Gitaza,BIF,2968.76
315,2026-04-01,Burundi,Gitaza,BIF,2981.52
316,2026-01-01,Burundi,Gitega,BIF,2940.68
317,2026-02-01,Burundi,Gitega,BIF,2963.53
318,2026-03-01,Burundi,Gitega,BIF,2968.76
319,2026-04-01,Burundi,Gitega,BIF,2981.52
320,2026-01-01,Burundi,Gitega Centre,BIF,2940.68
321,2026-02-01,Burundi,Gitega Centre,BIF,2963.53
322,2026-03-01,Burundi,Gitega Centre,BIF,2968.76
323,2026-04-01,Burundi,Gitega Centre,BIF,2981.52
324,2026-01-01,Burundi,Giteranyi,BIF,2940.68
325,2026-02-01,Burundi,Giteranyi,BIF,2963.53
326,2026-03-01,Burundi,Giteranyi,BIF,2968.76
327,2026-04-01,Burundi,Giteranyi,BIF,2981.52
328,2026-01-01,Burundi,Gitobe,BIF,2940.68
329,2026-02-01,Burundi,Gitobe,BIF,2963.53
330,2026-03-01,Burundi,Gitobe,BIF,2968.76
331,2026-04-01,Burundi,Gitobe,BIF,2981.52
332,2026-01-01,Burundi,Jene,BIF,2940.68
333,2026-02-01,Burundi,Jene,BIF,2963.53
334,2026-03-01,Burundi,Jene,BIF,2968.76
335,2026-04-01,Burundi,Jene,BIF,2981.52
336,2026-01-01,Burundi,Kamenge,BIF,2940.68
337,2026-02-01,Burundi,Kamenge,BIF,2963.53
338,2026-03-01,Burundi,Kamenge,BIF,2968.76
339,2026-04-01,Burundi,Kamenge,BIF,2981.52
340,2026-01-01,Burundi,Kanyosha,BIF,2940.68
341,2026-02-01,Burundi,Kanyosha,BIF,2963.53
342,2026-03-01,Burundi,Kanyosha,BIF,2968.76
343,2026-04-01,Burundi,Kanyosha,BIF,2981.52
344,2026-01-01,Burundi,Kayanza,BIF,2940.68
345,2026-02-01,Burundi,Kayanza,BIF,2963.53
346,2026-03-01,Burundi,Kayanza,BIF,2968.76
347,2026-04-01,Burundi,Kayanza,BIF,2981.52
348,2026-01-01,Burundi,Kayero,BIF,2940.68
349,2026-02-01,Burundi,Kayero,BIF,2963.53
350,2026-03-01,Burundi,Kayero,BIF,2968.76
351,2026-04-01,Burundi,Kayero,BIF,2981.52
352,2026-01-01,Burundi,Kayogoro,BIF,2940.68
353,2026-02-01,Burundi,Kayogoro,BIF,2963.53
354,2026-03-01,Burundi,Kayogoro,BIF,2968.76
355,2026-04-01,Burundi,Kayogoro,BIF,2981.52
356,2026-01-01,Burundi,Kayongozi,BIF,2940.68
357,2026-02-01,Burundi,Kayongozi,BIF,2963.53
358,2026-03-01,Burundi,Kayongozi,BIF,2968.76
359,2026-04-01,Burundi,Kayongozi,BIF,2981.52
360,2026-01-01,Burundi,Kigamba,BIF,2940.68
361,2026-02-01,Burundi,Kigamba,BIF,2963.53
362,2026-03-01,Burundi,Kigamba,BIF,2968.76
363,2026-04-01,Burundi,Kigamba,BIF,2981.52
364,2026-01-01,Burundi,Kinama,BIF,2940.68
365,2026-02-01,Burundi,Kinama,BIF,2963.53
366,2026-03-01,Burundi,Kinama,BIF,2968.76
367,2026-04-01,Burundi,Kinama,BIF,2981.52
368,2026-01-01,Burundi,Kinyinya,BIF,2940.68
369,2026-02-01,Burundi,Kinyinya,BIF,2963.53
370,2026-03-01,Burundi,Kinyinya,BIF,2968.76
371,2026-04-01,Burundi,Kinyinya,BIF,2981.52
372,2026-01-01,Burundi,Kirehe,BIF,2940.68
373,2026-02-01,Burundi,Kirehe,BIF,2963.53
374,2026-03-01,Burundi,Kirehe,BIF,2968.76
375,2026-04-01,Burundi,Kirehe,BIF,2981.52
376,2026-01-01,Burundi,Kirundo,BIF,2940.68
377,2026-02-01,Burundi,Kirundo,BIF,2963.53
378,2026-03-01,Burundi,Kirundo,BIF,2968.76
379,2026-04-01,Burundi,Kirundo,BIF,2981.52
380,2026-01-01,Burundi,Kivyuka,BIF,2940.68
381,2026-02-01,Burundi,Kivyuka,BIF,2963.53
382,2026-03-01,Burundi,Kivyuka,BIF,2968.76
383,2026-04-01,Burundi,Kivyuka,BIF,2981.52
384,2026-01-01,Burundi,Kobero,BIF,2940.68
385,2026-02-01,Burundi,Kobero,BIF,2963.53
386,2026-03-01,Burundi,Kobero,BIF,2968.76
387,2026-04-01,Burundi,Kobero,BIF,2981.52
388,2026-01-01,Burundi,Mabanda,BIF,2940.68
389,2026-02-01,Burundi,Mabanda,BIF,2963.53
390,2026-03-01,Burundi,Mabanda,BIF,2968.76
391,2026-04-01,Burundi,Mabanda,BIF,2981.52
392,2026-01-01,Burundi,Mabayi,BIF,2940.68
393,2026-02-01,Burundi,Mabayi,BIF,2963.53
394,2026-03-01,Burundi,Mabayi,BIF,2968.76
395,2026-04-01,Burundi,Mabayi,BIF,2981.52
396,2026-01-01,Burundi,Makamba,BIF,2940.68
397,2026-02-01,Burundi,Makamba,BIF,2963.53
398,2026-03-01,Burundi,Makamba,BIF,2968.76
399,2026-04-01,Burundi,Makamba,BIF,2981.52
400,2026-01-01,Burundi,Marangara,BIF,2940.68
401,2026-02-01,Burundi,Marangara,BIF,2963.53
402,2026-03-01,Burundi,Marangara,BIF,2968.76
403,2026-04-01,Burundi,Marangara,BIF,2981.52
404,2026-01-01,Burundi,Masanganzira,BIF,2940.68
405,2026-02-01,Burundi,Masanganzira,BIF,2963.53
406,2026-03-01,Burundi,Masanganzira,BIF,2968.76
407,2026-04-01,Burundi,Masanganzira,BIF,2981.52
408,2026-01-01,Burundi,Matana,BIF,2940.68
409,2026-02-01,Burundi,Matana,BIF,2963.53
410,2026-03-01,Burundi,Matana,BIF,2968.76
411,2026-04-01,Burundi,Matana,BIF,2981.52
412,2026-01-01,Burundi,Mihigo,BIF,2940.68
413,2026-02-01,Burundi,Mihigo,BIF,2963.53
414,2026-03-01,Burundi,Mihigo,BIF,2968.76
415,2026-04-01,Burundi,Mihigo,BIF,2981.52
416,2026-01-01,Burundi,Mishiha,BIF,2940.68
417,2026-02-01,Burundi,Mishiha,BIF,2963.53
418,2026-03-01,Burundi,Mishiha,BIF,2968.76
419,2026-04-01,Burundi,Mishiha,BIF,2981.52
420,2026-01-01,Burundi,Muhanga,BIF,2940.68
421,2026-02-01,Burundi,Muhanga,BIF,2963.53
422,2026-03-01,Burundi,Muhanga,BIF,2968.76
423,2026-04-01,Burundi,Muhanga,BIF,2981.52
424,2026-01-01,Burundi,Mukenke,BIF,2940.68
425,2026-02-01,Burundi,Mukenke,BIF,2963.53
426,2026-03-01,Burundi,Mukenke,BIF,2968.76
427,2026-04-01,Burundi,Mukenke,BIF,2981.52
428,2026-01-01,Burundi,Muramvya,BIF,2940.68
429,2026-02-01,Burundi,Muramvya,BIF,2963.53
430,2026-03-01,Burundi,Muramvya,BIF,2968.76
431,2026-04-01,Burundi,Muramvya,BIF,2981.52
432,2026-01-01,Burundi,Musenyi,BIF,2940.68
433,2026-02-01,Burundi,Musenyi,BIF,2963.53
434,2026-03-01,Burundi,Musenyi,BIF,2968.76
435,2026-04-01,Burundi,Musenyi,BIF,2981.52
436,2026-01-01,Burundi,Mutaho,BIF,2940.68
437,2026-02-01,Burundi,Mutaho,BIF,2963.53
438,2026-03-01,Burundi,Mutaho,BIF,2968.76
439,2026-04-01,Burundi,Mutaho,BIF,2981.52
440,2026-01-01,Burundi,Muyange,BIF,2940.68
441,2026-02-01,Burundi,Muyange,BIF,2963.53
442,2026-03-01,Burundi,Muyange,BIF,2968.76
443,2026-04-01,Burundi,Muyange,BIF,2981.52
444,2026-01-01,Burundi,Muyinga,BIF,2940.68
445,2026-02-01,Burundi,Muyinga,BIF,2963.53
446,2026-03-01,Burundi,Muyinga,BIF,2968.76
447,2026-04-01,Burundi,Muyinga,BIF,2981.52
448,2026-01-01,Burundi,Muzinda,BIF,2940.68
449,2026-02-01,Burundi,Muzinda,BIF,2963.53
450,2026-03-01,Burundi,Muzinda,BIF,2968.76
451,2026-04-01,Burundi,Muzinda,BIF,2981.52
452,2026-01-01,Burundi,Mwakiro,BIF,2940.68
453,2026-02-01,Burundi,Mwakiro,BIF,2963.53
454,2026-03-01,Burundi,Mwakiro,BIF,2968.76
455,2026-04-01,Burundi,Mwakiro,BIF,2981.52
456,2026-01-01,Burundi,Mwaro,BIF,2940.68
457,2026-02-01,Burundi,Mwaro,BIF,2963.53
458,2026-03-01,Burundi,Mwaro,BIF,2968.76
459,2026-04-01,Burundi,Mwaro,BIF,2981.52
460,2026-01-01,Burundi,Ngozi,BIF,2940.68
461,2026-02-01,Burundi,Ngozi,BIF,2963.53
462,2026-03-01,Burundi,Ngozi,BIF,2968.76
463,2026-04-01,Burundi,Ngozi,BIF,2981.52
464,2026-01-01,Burundi,Nyabihanga,BIF,2940.68
465,2026-02-01,Burundi,Nyabihanga,BIF,2963.53
466,2026-03-01,Burundi,Nyabihanga,BIF,2968.76
467,2026-04-01,Burundi,Nyabihanga,BIF,2981.52
468,2026-01-01,Burundi,Nyabikere,BIF,2940.68
469,2026-02-01,Burundi,Nyabikere,BIF,2963.53
470,2026-03-01,Burundi,Nyabikere,BIF,2968.76
471,2026-04-01,Burundi,Nyabikere,BIF,2981.52
472,2026-01-01,Burundi,Nyagasasa,BIF,2940.68
473,2026-02-01,Burundi,Nyagasasa,BIF,2963.53
474,2026-03-01,Burundi,Nyagasasa,BIF,2968.76
475,2026-04-01,Burundi,Nyagasasa,BIF,2981.52
476,2026-01-01,Burundi,Rubaho,BIF,2940.68
477,2026-02-01,Burundi,Rubaho,BIF,2963.53
478,2026-03-01,Burundi,Rubaho,BIF,2968.76
479,2026-04-01,Burundi,Rubaho,BIF,2981.52
480,2026-01-01,Burundi,Rugombo,BIF,2940.68
481,2026-02-01,Burundi,Rugombo,BIF,2963.53
482,2026-03-01,Burundi,Rugombo,BIF,2968.76
483,2026-04-01,Burundi,Rugombo,BIF,2981.52
484,2026-01-01,Burundi,Ruhehe,BIF,2940.68
485,2026-02-01,Burundi,Ruhehe,BIF,2963.53
486,2026-03-01,Burundi,Ruhehe,BIF,2968.76
487,2026-04-01,Burundi,Ruhehe,BIF,2981.52
488,2026-01-01,Burundi,Rumonge,BIF,2940.68
489,2026-02-01,Burundi,Rumonge,BIF,2963.53
490,2026-03-01,Burundi,Rumonge,BIF,2968.76
491,2026-04-01,Burundi,Rumonge,BIF,2981.52
492,2026-01-01,Burundi,Rusaka,BIF,2940.68
493,2026-02-01,Burundi,Rusaka,BIF,2963.53
494,2026-03-01,Burundi,Rusaka,BIF,2968.76
495,2026-04-01,Burundi,Rusaka,BIF,2981.52
496,2026-01-01,Burundi,Rutana,BIF,2940.68
497,2026-02-01,Burundi,Rutana,BIF,2963.53
498,2026-03-01,Burundi,Rutana,BIF,2968.76
499,2026-04-01,Burundi,Rutana,BIF,2981.52
500,2026-01-01,Burundi,Ruyigi,BIF,2940.68
501,2026-02-01,Burundi,Ruyigi,BIF,2963.53
502,2026-03-01,Burundi,Ruyigi,BIF,2968.76
503,2026-04-01,Burundi,Ruyigi,BIF,2981.52
504,2026-01-01,Burundi,Rwibaga,BIF,2940.68
505,2026-02-01,Burundi,Rwibaga,BIF,2963.53
506,2026-03-01,Burundi,Rwibaga,BIF,2968.76
507,2026-04-01,Burundi,Rwibaga,BIF,2981.52
508,2026-01-01,Burundi,Twinkwavu,BIF,2940.68
509,2026-02-01,Burundi,Twinkwavu,BIF,2963.53
510,2026-03-01,Burundi,Twinkwavu,BIF,2968.76
511,2026-04-01,Burundi,Twinkwavu,BIF,2981.52
512,2026-01-01,Burundi,Wimpfizi,BIF,2940.68
513,2026-02-01,Burundi,Wimpfizi,BIF,2963.53
514,2026-03-01,Burundi,Wimpfizi,BIF,2968.76
515,2026-04-01,Burundi,Wimpfizi,BIF,2981.52
516,2026-01-01,Burundi,Market Average,BIF,2940.68
517,2026-02-01,Burundi,Market Average,BIF,2963.53
518,2026-03-01,Burundi,Market Average,BIF,2968.76
519,2026-04-01,Burundi,Market Average,BIF,2981.52
520,2026-01-01,Burkina Faso,Arbinda,XOF,558.82
521,2026-02-01,Burkina Faso,Arbinda,XOF,554.77
522,2026-03-01,Burkina Faso,Arbinda,XOF,567.41
523,2026-04-01,Burkina Faso,Arbinda,XOF,570.91
524,2026-01-01,Burkina Faso,Banfora,XOF,558.82
525,2026-02-01,Burkina Faso,Banfora,XOF,554.77
526,2026-03-01,Burkina Faso,Banfora,XOF,567.41
527,2026-04-01,Burkina Faso,Banfora,XOF,570.91
528,2026-01-01,Burkina Faso,Batié,XOF,558.82
529,2026-02-01,Burkina Faso,Batié,XOF,554.77
530,2026-03-01,Burkina Faso,Batié,XOF,567.41
531,2026-04-01,Burkina Faso,Batié,XOF,570.91
532,2026-01-01,Burkina Faso,Bogandé,XOF,558.82
533,2026-02-01,Burkina Faso,Bogandé,XOF,554.77
534,2026-03-01,Burkina Faso,Bogandé,XOF,567.41
535,2026-04-01,Burkina Faso,Bogandé,XOF,570.91
536,2026-01-01,Burkina Faso,Boromo,XOF,558.82
537,2026-02-01,Burkina Faso,Boromo,XOF,554.77
538,2026-03-01,Burkina Faso,Boromo,XOF,567.41
539,2026-04-01,Burkina Faso,Boromo,XOF,570.91
540,2026-01-01,Burkina Faso,Boulsa,XOF,558.82
541,2026-02-01,Burkina Faso,Boulsa,XOF,554.77
542,2026-03-01,Burkina Faso,Boulsa,XOF,567.41
543,2026-04-01,Burkina Faso,Boulsa,XOF,570.91
544,2026-01-01,Burkina Faso,Bousse,XOF,558.82
545,2026-02-01,Burkina Faso,Bousse,XOF,554.77
546,2026-03-01,Burkina Faso,Bousse,XOF,567.41
547,2026-04-01,Burkina Faso,Bousse,XOF,570.91
548,2026-01-01,Burkina Faso,Dano,XOF,558.82
549,2026-02-01,Burkina Faso,Dano,XOF,554.77
550,2026-03-01,Burkina Faso,Dano,XOF,567.41
